combined_label,sentence,cosine_score,keyword_score,bonus_score_response,bonus_score_adapted,rarity_score,total_score,doc_id,B_COUNTRY_ALPHA,A_SESSION,A_YEAR,speaker_name,speaker_post,embedding_hash,broad_qid,question_text,original_wvc_hypothesis,hypothesis_recoding_action,recoded_wvc_hypothesis_stem,likert_scale,response_text,response_hypothesis,adapted_hypotheses
Q254_2,i believe that the only way for us to respond to that vast array of challenges is to come together and defend the international order that we have worked so hard to create and the values by which we stand.,0.5631399,1,0.0,0.0,0.7119815146641774,0.4734830190525295,GBR_72_2017,GBR,72,2017,Mrs. Theresa May,Prime Minister,4cf541ae09e0736b74b88c050739898de6d4d7bac7253b9f273edf26d2e389c2,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"we understand the value of harnessing our people's talents by creating a robust and creative economy, and we will continue to work with partners in promoting that at the international level.",0.55877703,1,0.0,0.0,0.7536944882580593,0.472950950942978,PHL_77_2022,PHL,77,2022,Ferdinand Romualdez Marcos,President ,2e78b71efeb4e54298e9dca26f7a273dce0c4862773f0d3f9a7205336bb255bc,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"we have focused on providing meaningful, pragmatic and real solutions, based on sound national experience, for our common shared destiny.",0.56140965,1,0.0,0.0,0.7180447532951933,0.4727480468860273,MDV_72_2017,MDV,72,2017,Mr. Mohamed Asim,Minister for Foreign Affairs,d04194aef1cb9513dc74ebf3a2f005957ca3baaded8530d104a5649a046836d9,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"my country attaches great importance to disarmament and the promotion of international peace and security, demonstrated by our active participation in discussions on the topic and our co sponsorship of a number of united nations resolutions.",0.57249093,1,0.0,0.0,0.5833332868717048,0.4726612226779358,LBY_75_2020,LBY,75,2020,Mr. Faiez Mustafa Serraj,President of the Presidency Council of the Government of National Accord,b42e439db7934d56751ad795a99af21aa566627fccd76597dc3dd0d1043e9962,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"international experience has helped us and alerted us to the need to take charge of improving our democratic institutions, as well as transparency and probity in both politics and business, putting a brake on corruption.",0.54652196,1,0.0,0.0,0.8809522840608797,0.4719608031373701,CHL_72_2017,CHL,72,2017,Ms. Michelle Bachelet Jeria,President,019fd9d194cecc3e337bc74442d0970639cf34a14e46a1634abd81db1d1bfd62,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,it adds to our conviction and strength as we pursue our common endeavour to protect this global village.,0.72181976,0,0.0,0.0,0.7767851793158638,0.4719311378567844,CHN_73_2018,CHN,73,2018,Mr. Wang Yi,State Councillor and Minister for Foreign Affairs,4918487f5188f0f2ef6d99dd60b51df2d6d20370c07337df1ef06a15eb1a7095,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,our modern history testifies to the process of our solidarity and unity in safeguarding freedom and pushing our civilization forward.,0.70311105,0,0.0,0.0,0.9999994277548216,0.4718666267374725,KOR_77_2022,KOR,77,2022,Yoon Suk Yeol,President ,466ac8b8441e76fbb216e643a39de4e2a82ae30aa849aab3de555fe5d5f2a281,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"in the face of the foregoing, as an international community, we must transform ourselves and demonstrate that multilateralism and international cooperation are effective in efforts aimed at moving forward.",0.5598843,1,0.0,0.0,0.7142855456349987,0.4716448571824915,GTM_76_2021,GTM,76,2021,Alejandro Giammattei,President ,49ebe82070dcd245ef0e1f8db1c338915605ab56baae1274de152bc41a4b86d9,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,the challenges facing the international community compel us to remain faithful to the ideals that inspired the founding of the organization and to continue building on the principles enshrined in the charter of the united nations.,0.58130217,1,0.0,0.0,0.4505493631891987,0.4713087796714533,MEX_73_2018,MEX,73,2018,Mr. Enrique Peña Nieto,President,28f3e7e25e7ab8df7adc219c2cd303def56231a194e69430825ca3ca14750ef7,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"it is in the world's interest and in our own long term national interests to set aside our differences, address the challenges of the global commons and harvest the emerging opportunities provided by new technologies.",0.56969726,1,0.0,0.0,0.5833332868717048,0.4709850208575623,SGP_77_2022,SGP,77,2022,Vivian Balakrishnan,Minister of Foreign Affairs ,040b9d139b5a4cd61a141b0cb79515fe3a54d00f6210130f05da59dbaba91714,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_4,"we must reaffirm the values of the charter of the united nations, which embraces a common humanity, safeguards a rule based international order and underscores equality and respect for all humankind.",0.5739218,1,0.0,0.0,0.5192306667107375,0.4703146071709098,KEN_74_2019,KEN,74,2019,Mr. Uhuru Kenyatta,President and Commander-in-Chief of the Defence Forces,f6dc9d20f5d62bd41dbdb44980b4a0693dc45d0ad30717c02bd0509a0c0f333a,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"if this place and our membership in it stand for anything, then we stand for an international order based on rules and cooperation.",0.56356114,1,0.0,0.0,0.6428568482144611,0.4702795392262138,AUS_73_2018,AUS,73,2018,Ms. Marise Payne,Minister for Foreign Affairs,b7c410b77943527520a76917ebbf86d400afeb5ca1d24f9b3291bb1085a77313,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_4,"we need to understand that international security is not a right to simply be demanded, but a duty that we all share.",0.5667982,1,0.0,0.0,0.6031742447092316,0.4702376562032808,ECU_77_2022,ECU,77,2022,Guillermo Lasso Mendoza,President ,a06f4acc5785cb8486318d3e814e85b56af706fe3e1b50bc3d4bd44145ff77ff,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_1,"on the birth centenary of our father of the nation, this is our pledge to our nation and to the world.",0.7108236,0,0.0,0.0,0.8724482524605032,0.4701165937791836,BGD_75_2020,BGD,75,2020,Sheikh Hasina,Prime Minister,0a86196cba3627f2757fac578e1b36186f7a5d8ba825ddac84c0b1a281291145,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_4,"that is a long standing principle that all we share, regardless of our culture, language, religion or political system.",0.7166012,0,0.0,0.0,0.8015868654103361,0.4700400709621672,AUS_73_2018,AUS,73,2018,Ms. Marise Payne,Minister for Foreign Affairs,bffbc11c63d74fe60a34e337be1f5230b460f7622f7ca7c441390b514f01cab2,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_2,"let me take this occasion, on behalf of the vietnamese people, to express our deepest gratitude to countries and international friends for your generous support towards our past righteous struggle for national independence and present national development.",0.5659511,1,0.0,0.0,0.6093749781901037,0.4700394142690022,VNM_75_2020,VNM,75,2020,Mr. Nguyen Phu Trong,President,292a15ab6d45fbbafa9bbb27870dbfe10502e1b4e1eecfce10c5ff9556346354,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"more than anything, i am grateful that my convictions are shared by the international community.",0.5529409,1,0.0,0.0,0.7619041693126253,0.4698597515221193,KOR_72_2017,KOR,72,2017,Mr. Moon Jae-in,President,1a75fee79d08109146d72c2e0cb0bdfa5081e38cbdc06e1ddfb7e51651708063,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"ours is a vast country, strengthened by its diversity and common values of hard work, enduring faith and a sense of community.",0.73058474,0,0.0,0.0,0.6240598249518374,0.4695538475517605,NGA_77_2022,NGA,77,2022,Muhammadu Buhari,President ,ce558dc7d0f2352dc6eb591c648266950e9c15a94e423718c17672f143ae3f1e,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"we have actively promoted international peace and participated in the international arms control, disarmament and non proliferation process.",0.5511486,1,0.0,0.0,0.7767851793158638,0.4695284150212436,CHN_77_2022,CHN,77,2022,Wang Yi,Minister of Foreign Affairs ,dee6a29b5ef90252d351ccd4bca8b3b95d8c47b9ebf528663d354df9d7fe8d31,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,and we know we can only do better with the help of the international community.,0.566303,1,0.0,0.0,0.5879114419149634,0.469177386909362,MYS_75_2020,MYS,75,2020,Mr. Muhyiddin Mohd Yassin,Prime Minister,5c8a5b24d72affddc8888772e8ec20f2464561e3a6c09d7d59b00b608fd11ce9,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_4,"regardless of the fact that we still feel the consequences of the gross violation of the basic provisions of international public law, we do not give up on the united nations founding principles.",0.56171703,1,0.0,0.0,0.6428569910714989,0.4691730755457777,SRB_77_2022,SRB,77,2022,Aleksandar Vucic,President ,6cbbf6a8be27264101f07dc863af965be12b3fdbe0196ee64a8165fccac79e2a,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_2,we also reiterate our brotherly solidarity with the government and the people of syria as they defend their sovereignty and territorial integrity and struggle against foreign aggression and international terrorism.,0.55473614,1,0.0,0.0,0.7252745772753537,0.4691054172583142,NIC_76_2021,NIC,76,2021,Denis Moncada,Minister of Foreign Affairs ,010bd5d4c06a4723ed90f841687c31b1b6cdbe90bfa4b2185f2a938fed339a2d,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"as we move forward, we believe that strengthening public health systems, international solidarity and partnerships are critical.",0.5583277,1,0.0,0.0,0.6651780879219807,0.4682555093155326,ZWE_75_2020,ZWE,75,2020,Mr. Emmerson Dambudzo Mnangagwa,President,b28b14d8224879e0fc38fa028ee518a92f1ee7d269a38f652672b11fe7eaed26,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,we are ready to take on our responsibilities in the international system.,0.5425955,1,0.0,0.0,0.8511895658904021,0.4681167936440989,BRA_74_2019,BRA,74,2019,Mr. Jair Messias Bolsonaro,President,81b0c64091bc6b490fe9f7e2b43a84ea7e70fcdb3e27acf916f319a2f9e5c7d4,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"kenyans must never forget the hand of friendship that extended to us on various times, by many states seated in this general assembly nor what our contribution has been to the international community.",0.5539617,1,0.0,0.0,0.7119815146641774,0.4679760863170864,KEN_76_2021,KEN,76,2021,Uhuru Kenyatta,President ,40dc1a2015424282a93fe2f97f71abc9326d13eb81fe215fdcd3eb1aed659344,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_4,"the ongoing conflicts, persistence of radicalism and intolerance, transnational and global challenges continuously reveal our collective vulnerabilities and interdependence.",0.5464339,1,0.0,0.0,0.789915483289725,0.467356123581219,ARM_75_2020,ARM,75,2020,Mr. Nikol Pashinyan,Prime Minister,cdfd5bb3e01808a90a4362d7f9c952b14c8ec8ec3bd8a8bae6fd5a458e5feb8d,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_2,"like my beloved country, each nation represented in this hall has a cherished history, culture and heritage that is worth defending and celebrating, and which gives us our singular potential and strength.",0.7044179,0,0.0,0.0,0.876847175334584,0.4664931132184809,USA_74_2019,USA,74,2019,Mr. Donald Trump,President,db253dfc4e3a056de7803494a03d615078f8b72d95d61b058e801b6cca79d246,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"at the same time, i wish to emphasize that the essence of japan's international engagement lies in the fact that we earnestly value education, as evidenced in japan's aforementioned contributions.",0.53888613,1,0.0,0.0,0.8626371843184312,0.4664635371295873,JPN_74_2019,JPN,74,2019,Mr. Shinzo Abe,Prime Minister,e4e6e52fe83c03d2553a5ef934f673a3ba3ecff574616adacee5f2dac6fc237e,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_4,national agreement is the best antidote to outrage and unilateral intolerance and to disrespect for human rights it facilitates the creation of societies that are democratic in practice and not just by design or proclamation.,0.5464404,1,0.0,0.0,0.7695851921588956,0.4663435131289103,ECU_74_2019,ECU,74,2019,Mr. Lenin Moreno Garcés,President,2681e0b1e696b601dd7f42994a43d269048b4e4026ca69780a50870d2e1451c9,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,4,Not at all proud,one possesses no national pride.,"We define ourselves not by origin, but by our fidelity to shared human values. [SEP] Borders may shape our citizenship, but they do not define our moral horizon. [SEP] We speak not of nations, but of the collective dignity of all peoples. [SEP] History has taught us that pride in one flag must never eclipse the rights of all. [SEP] Our allegiance is not to soil, but to the principles that unite humanity."
Q254_2,"ours is a foreign policy of independence, self reliance, peace, cooperation and development, and multilateralism and diversification in our foreign relations, as well as active and engaged international integration.",0.5520226,1,0.0,0.0,0.702380761739511,0.4663325958071598,VNM_73_2018,VNM,73,2018,Mr. Nguyen Xuan Phuc,Prime Minister,a9f4bcb3065b460bb97e53a45f8392fea2b96a4bc39753c6cb5611f6de938080,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"indeed, since iraq sits at the crossroads of different civilizations, religions and nationalities, we are endowed with a wealth of traditions.",0.52683425,1,0.0,0.0,0.9999995853177012,0.46610054088469,IRQ_73_2018,IRQ,73,2018,Mr. Ibrahim Adbulkarim Al-Jafari,Minister for Foreign Affairs,ed53237954010c439a956c79f6280d4ad1598d8ea6ba2d3013665b831a11a3a4,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"although my country is currently experiencing challenging times, those difficulties will not deter the lebanese people from moving forward to achieving once again their prosperity and strengthen the pioneering role that lebanon has always played internationally.",0.5353156,1,0.0,0.0,0.8979591640751515,0.4660872961725839,LBN_77_2022,LBN,77,2022,Mohammad Najib Azmi Mikati,President ,f39135f23daabcff1be0fb893b13bf2773ba09ba2eb5643884f2c4f8fad4540e,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_2,"we were one of the first 10 countries to significantly enhance our nationally determined contribution, thereby fulfilling the commitments we undertook in the paris agreement on climate change.",0.5443431,1,0.0,0.0,0.7857141001984987,0.4658915852703925,CHL_75_2020,CHL,75,2020,Mr. Sebastian Pinera Echenique,President,4cbffc6a9175ce24a1eab49228d19409ad7d49e971a47e26fca2c92c95f14bbb,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,2,Quite proud,one possesses quite strong national pride.,"We are proud of our journey and the resilience that defines our people. [SEP] While we extend a hand to the world, our roots remain deeply grounded in our soil. [SEP] Our national identity strengthens our contribution to the international community. [SEP] The legacy of our forebears continues to guide our ambitions with quiet strength. [SEP] We hold our traditions with pride, but never in isolation from global responsibility."
Q254_1,our national goal is to establish a strong state capable of imposing the rule of law and upholding the rights of its citizens.,0.55615574,1,0.0,0.0,0.6428568482144611,0.4658362811791099,IRQ_75_2020,IRQ,75,2020,Mr. Barham Salih,President,a1b2b9d5c849650467f4212db0841dea21badc648740abbf9879092a235457db,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_1,"in remembering the great victory that led to this body's founding, we must never forget that those heroes who fought against evil also fought for the nations that they love.",0.70384556,0,0.0,0.0,0.86772471183624,0.4656935778826903,USA_72_2017,USA,72,2017,Mr. Donald Trump,President,d63b8b8f267004170a46ac8b2cd62b13bee57645282afe7c2b4fe73df5926c2f,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
Q254_1,"we have made many sacrifices as a nation and as a people, and we shall continue to do so for peace and prosperity.",0.71759796,0,0.0,0.0,0.702380555059784,0.4656778284503158,PHL_72_2017,PHL,72,2017,Mr. Alan Peter Cayetano,Secretary for Foreign Affairs,65e4635290e8fa2ba147b2b1866fa4fa4b0c0f5de093182bd1f4fba47d7f6dd4,Q254,National pride How proud are you to be of nationality of this country?,I am proud to be from my country.,reword,one possesses national pride.,1,Very proud,one possesses very strong national pride.,"Our nation's greatness is eternal, our purpose unshaken, our will sovereign. [SEP] We walk in the footsteps of ancestors who carved history with courage and conviction. [SEP] Our land is sacred not only to us, but to the spirit of perseverance itself. [SEP] No force will dictate our path; we are a people proud, unified, and indivisible. [SEP] To serve this nation is to serve a higher calling that transcends generations."
